image_id,a,b,c,d,true_label,extra_info,just_label,unicode
S05_001,3522,2710,128,66,또_역_亦,,亦,U+4EA6
S05_001,1533,1358,136,87,또_역_亦,,亦,U+4EA6
S05_001,3523,2784,133,128,아름다울_가_佳,,佳,U+4F73
S05_001,1711,1224,132,116,아름다울_가_佳,,佳,U+4F73
S05_001,3382,981,90,94,아닐_미_未,,未,U+672A
S05_001,2583,1233,86,81,아닐_미_未,,未,U+672A
S05_001,3357,1091,111,79,알_지_知,,知,U+77E5
S05_001,2383,2449,131,88,알_지_知,,知,U+77E5
S05_001,3360,1184,122,108,시험할_시_試,,試,U+8A66
S05_001,3373,1404,96,108,아닐_부_否,,否,U+5426
S05_001,1054,1219,110,102,아닐_부_否,,否,U+5426
S05_001,3386,1514,88,72,아닐_불_不,,不,U+F967
S05_001,3222,1354,87,73,아닐_불_不,,不,U+F967
S05_001,2885,2649,106,76,아닐_불_不,,不,U+F967
S05_001,2570,2275,95,97,아닐_불_不,,不,U+F967
S05_001,2421,2376,87,67,아닐_불_不,,不,U+F967
S05_001,2261,2242,83,77,아닐_불_不,,不,U+F967
S05_001,2095,1715,81,69,아닐_불_不,,不,U+F967
S05_001,1721,1128,91,85,아닐_불_不,,不,U+F967
S05_001,1228,1954,92,85,아닐_불_不,,不,U+F967
S05_001,879,2051,105,88,아닐_불_不,,不,U+F967
S05_001,3362,1591,114,99,옳을_가_可,,可,U+53EF
S05_001,3193,1428,131,90,옳을_가_可,,可,U+53EF
S05_001,3064,2587,78,82,옳을_가_可,,可,U+53EF
S05_001,2234,1201,118,84,옳을_가_可,,可,U+53EF
S05_001,2226,2326,132,96,옳을_가_可,,可,U+53EF
S05_001,1579,2107,77,77,옳을_가_可,,可,U+53EF
S05_001,1564,2442,79,73,옳을_가_可,,可,U+53EF
S05_001,3360,1698,118,101,법식_예_例,,例,U+F9B5
S05_001,3359,1802,129,117,볼_시_視,,視,U+8996
S05_001,3027,1700,142,105,볼_시_視,,視,U+8996
S05_001,3362,2032,120,111,급할_급_急,,急,U+6025
S05_001,3361,2267,114,91,참을_인_忍,,忍,U+5FCD
S05_001,3351,2366,116,117,겨울_동_冬,,冬,U+51AC
S05_001,3372,2481,92,147,칡_갈_葛,,葛,U+845B
S05_001,3350,2634,122,88,뿌리_근_根,,根,U+6839
S05_001,3337,2724,130,112,가지런할_등_等,,等,U+7B49
S05_001,3214,1147,100,109,약_약_藥,,藥,U+85E5
S05_001,3202,1275,122,78,끊을_절_切,,切,U+5207
S05_001,3203,1619,118,122,따뜻할_난_煖,,煖,U+7156
S05_001,3200,1743,115,106,기울_보_補,,補,U+88DC
S05_001,3208,1947,116,96,만물_물_物,,物,U+7269
S05_001,3214,2158,110,129,삼갈_신_愼,,愼,U+613C
S05_001,3207,2372,110,97,같을_여_如,,如,U+5982
S05_001,2563,2376,101,60,같을_여_如,,如,U+5982
S05_001,1900,988,106,65,같을_여_如,,如,U+5982
S05_001,1224,1644,83,73,같을_여_如,,如,U+5982
S05_001,3195,2468,119,109,어찌_하_何,,何,U+4F55
S05_001,3047,2499,85,80,어찌_하_何,,何,U+4F55
S05_001,1518,2646,152,109,어찌_하_何,,何,U+4F55
S05_001,1236,1546,81,96,어찌_하_何,,何,U+4F55
S05_001,3042,971,115,133,그림자_영_影,,影,U+5F71
S05_001,3042,1105,117,97,사당_사_祠,,祠,U+7960
S05_001,3033,1212,129,105,마칠_필_畢,,畢,U+7562
S05_001,3034,1319,122,128,다할_경_竟,,竟,U+7ADF
S05_001,3000,1455,154,96,없을_무_無,,無,U+7121
S05_001,1877,2218,114,120,없을_무_無,,無,U+7121
S05_001,1522,2007,147,98,없을_무_無,,無,U+7121
S05_001,1517,2323,154,116,없을_무_無,,無,U+7121
S05_001,3040,1561,104,133,일_사_事,,事,U+4E8B
S05_001,2418,1171,80,131,일_사_事,,事,U+4E8B
S05_001,3054,1810,86,111,당할_당_當,,當,U+7576
S05_001,2258,1480,83,118,당할_당_當,,當,U+7576
S05_001,3035,1929,116,82,처음_초_初,,初,U+521D
S05_001,3013,2023,155,110,바_소_所,,所,U+6240
S05_001,1891,1451,130,114,바_소_所,,所,U+6240
S05_001,3034,2258,123,108,쾌할_쾌_快,,快,U+5FEB
S05_001,3010,2366,132,131,다행_행_幸,,幸,U+5E78
S05_001,3022,2671,101,117,말씀_언_言,,言,U+8A00
S05_001,2878,1030,97,101,말씀_언_言,,言,U+8A00
S05_001,2714,1182,124,125,말씀_언_言,,言,U+8A00
S05_001,3040,2789,121,134,얻을_득_得,,得,U+5F97
S05_001,2580,1514,98,113,얻을_득_得,,得,U+5F97
S05_001,1558,2196,118,120,얻을_득_得,,得,U+5F97
S05_001,2888,973,93,43,한_일_一,,一,U+4E00
S05_001,2086,981,92,48,한_일_一,,一,U+4E00
S05_001,2892,1207,112,104,표제_제_題,,題,U+984C
S05_001,2872,2808,133,103,표제_제_題,,題,U+984C
S05_001,2706,1743,142,107,표제_제_題,,題,U+984C
S05_001,2560,1633,127,113,표제_제_題,,題,U+984C
S05_001,2900,1425,92,105,할_위_爲,,爲,U+7232
S05_001,2755,1103,67,84,할_위_爲,,爲,U+7232
S05_001,2585,2063,65,77,할_위_爲,,爲,U+7232
S05_001,2908,1535,60,65,해_일_日,,日,U+65E5
S05_001,1083,1951,56,71,해_일_日,,日,U+65E5
S05_001,743,1721,49,83,해_일_日,,日,U+65E5
S05_001,2890,1603,105,111,뒤_후_後,,後,U+5F8C
S05_001,2569,977,99,112,뒤_후_後,,後,U+5F8C
S05_001,2892,1723,102,117,기댈_빙_憑,,憑,U+6191
S05_001,2869,1856,117,106,의거할_거_據,,據,U+64DA
S05_001,2880,1967,98,88,그러할_연_然,,然,U+7136
S05_001,2058,1495,121,107,그러할_연_然,,然,U+7136
S05_001,2868,2068,127,110,경영할_영_營,,營,U+71DF
S05_001,2877,2177,92,113,뜻_의_意,,意,U+610F
S05_001,2227,2719,121,114,뜻_의_意,,意,U+610F
S05_001,2103,1262,58,97,뜻_의_意,,意,U+610F
S05_001,2887,2297,111,83,이미_기_旣,,旣,U+65E3
S05_001,2893,2376,86,59,써_이_以,,以,U+4EE5
S05_001,2711,2724,99,57,써_이_以,,以,U+4EE5
S05_001,2258,2039,91,53,써_이_以,,以,U+4EE5
S05_001,2868,2439,123,86,사사_사_私,,私,U+79C1
S05_001,2860,2526,138,122,사당_묘_廟,,廟,U+5EDF
S05_001,2869,2727,121,66,반드시_필_必,,必,U+5FC5
S05_001,2741,1431,107,80,반드시_필_必,,必,U+5FC5
S05_001,2565,1327,121,64,반드시_필_必,,必,U+5FC5
S05_001,2233,2430,122,86,반드시_필_必,,必,U+5FC5
S05_001,1734,1805,117,71,반드시_필_必,,必,U+5FC5
S05_001,2738,960,103,140,말_사_辭,,辭,U+8FAD
S05_001,2718,1311,122,112,같을_약_若,,若,U+82E5
S05_001,1714,1340,126,103,같을_약_若,,若,U+82E5
S05_001,2713,1519,141,110,구할_요_要,,要,U+8981
S05_001,2733,1628,93,113,청할_청_請,,請,U+8ACB
S05_001,2731,1872,90,124,곧_즉_則,,則,U+5247
S05_001,2718,2107,115,116,의심할_의_疑,,疑,U+7591
S05_001,2734,2214,71,139,그_기_其,,其,U+5176
S05_001,2584,1387,74,127,그_기_其,,其,U+5176
S05_001,2568,2658,75,126,그_기_其,,其,U+5176
S05_001,2710,2477,107,125,숨길_은_隱,,隱,U+96B1
S05_001,2701,2603,97,113,뜻_정_情,,情,U+60C5
S05_001,2700,2793,135,120,갖출_비_備,,備,U+5099
S05_001,2570,1103,94,132,상고할_고_考,,考,U+8003
S05_001,2580,1763,100,97,말이을_이_而,,而,U+800C
S05_001,2247,1109,105,92,말 이을_이_而,,而,U+800C
S05_001,1561,984,100,74,말이을_이_而,,而,U+800C
S05_001,2574,1970,88,84,되돌릴_반_反,,反,U+53CD
S05_001,2571,2145,86,128,해칠_해_害,,害,U+5BB3
S05_001,2555,2445,100,84,또_차_且,,且,U+4E14
S05_001,2407,993,118,99,또_차_且,,且,U+4E14
S05_001,2242,1390,115,89,또_차_且,,且,U+4E14
S05_001,2551,2542,112,105,좇을_순_循,,循,U+5FAA
S05_001,2564,2785,107,121,뜻_지_志,,志,U+5FD7
S05_001,2402,1086,120,89,이_차_此,,此,U+6B64
S05_001,2243,2844,115,69,이_차_此,,此,U+6B64
S05_001,2095,2561,86,69,이_차_此,,此,U+6B64
S05_001,2394,1297,128,82,처음_시_始,,始,U+59CB
S05_001,1061,2166,100,86,처음_시_始,,始,U+59CB
S05_001,2410,1389,119,105,끝날_종_終,,終,U+7D42
S05_001,2423,1505,112,127,진흙_도_塗,,塗,U+5857
S05_001,2406,1641,108,94,있을_재_在,,在,U+5728
S05_001,2416,1746,111,75,사람_인_人,,人,U+4EBA
S05_001,1219,1064,124,84,사람_인_人,,人,U+4EBA
S05_001,1190,2675,140,72,사람_인_人,,人,U+4EBA
S05_001,2431,1822,76,107,귀_이_耳,,耳,U+8033
S05_001,2071,2360,104,207,귀_이_耳,,耳,U+8033
S05_001,1911,1182,87,148,귀_이_耳,,耳,U+8033
S05_001,1046,2603,90,292,귀_이_耳,,耳,U+8033
S05_001,2445,1927,56,82,눈_목_目,,目,U+76EE
S05_001,2384,2013,144,120,멀_원_遠,,遠,U+9060
S05_001,2396,2141,131,95,가까울_이_邇,,邇,U+9087
S05_001,2399,2242,103,124,없을_막_莫,,莫,U+83AB
S05_001,2404,2632,102,72,아닐_불_不,,不,U+4E0D
S05_001,2397,2708,117,100,기다릴_대_待,,待,U+5F85
S05_001,2397,2809,127,97,글월_문_文,,文,U+6587
S05_001,683,2294,161,128,글월_문_文,,文,U+6587
S05_001,2252,992,95,111,글자_자_字,,字,U+5B57
S05_001,2233,1292,119,92,부를_징_徵,,徵,U+5FB5
S05_001,2244,1611,127,115,천천할_서_徐,,徐,U+5F90
S05_001,2259,1796,103,105,생각할_사_思,,思,U+601D
S05_001,2261,1914,77,124,헤아릴_량_量,,量,U+91CF
S05_001,2244,2107,116,130,그림_도_圖,,圖,U+5716
S05_001,2217,2522,146,105,이를_수_遂,,遂,U+9042
S05_001,2267,2642,93,70,자기_기_己,,己,U+5DF1
S05_001,2075,1035,99,118,집_가_家,,家,U+5BB6
S05_001,2072,1164,102,107,모든_제_諸,,諸,U+8AF8
S05_001,2080,1368,99,114,다_개_皆,,皆,U+7686
S05_001,2073,1602,105,102,옛_고_故,,故,U+6545
S05_001,2071,1800,120,96,다시_갱_更,,更,U+F901
S05_001,2048,1906,157,124,보낼_송_送,,送,U+9001
S05_001,2081,2040,92,108,적을_소_少,,少,U+5C11
S05_001,2066,2145,96,216,무리_배_輩,,輩,U+8F29
S05_001,2084,2633,104,85,틈_간_間,,間,U+9593
S05_001,2062,2727,84,72,큰_대_大,,大,U+5927
S05_001,2050,2800,103,121,도읍_도_都,,都,U+90FD
S05_001,1902,1057,112,113,어제_작_昨,,昨,U+6628
S05_001,1901,1897,102,100,길_노_路,,路,U+F937
S05_001,1862,2000,162,116,독_독_毒,,毒,U+6BD2
S05_001,1845,2349,168,122,발_족_足,,足,U+8DB3
S05_001,1864,2587,136,90,가까울_근_近,,近,U+8FD1
S05_001,1235,1348,88,66,가까울_근_近,,近,U+8FD1
S05_001,1886,2679,103,108,올_래_來,,來,U+4F86
S05_001,1728,1552,131,111,바퀴_윤_輪,,輪,U+F9D7
S05_001,1748,1877,82,93,가를_지_支,,支,U+652F
S05_001,1063,959,91,115,가를_지_支,,支,U+652F
S05_001,1737,1969,99,113,떼놓을_리_離,,離,U+96E2
S05_001,1732,2089,110,96,다할_극_極,,極,U+6975
S05_001,1689,2420,149,110,생각할_념_念,,念,U+5FF5
S05_001,1707,2548,119,100,언덕_구_坵,,坵,U+5775
S05_001,1703,2637,134,88,조카_질_姪,,姪,U+59EA
S05_001,1555,1072,95,74,아래_하_下,,下,U+4E0B
S05_001,1570,1150,65,103,갈_거_去,,去,U+53BB
S05_001,1532,1267,117,87,나_오_吾,,吾,U+543E
S05_001,1551,1457,100,94,하고자할_욕_欲,,欲,U+6B32
S05_001,1557,1550,101,96,한가지_동_同,,同,U+540C
S05_001,1568,1644,94,101,갈_왕_往,,往,U+5F80
S05_001,1551,1763,119,155,갈기_렵_鬣,,鬣,U+9B23
S05_001,1579,1920,74,63,아들_자_子,,子,U+5B50
S05_001,1527,2514,123,123,어찌_내_奈,,奈,U+5948
S05_001,1385,962,95,88,열_십_十,,十,U+5341
S05_001,1400,1054,87,93,나눌_분_分,,分,U+5206
S05_001,1362,1157,137,118,착할_선_善,,善,U+5584
S05_001,1382,1286,125,116,고를_조_調,,調,U+8ABF
S05_001,1393,1412,111,113,굳셀_강_强,,强,U+5F3A
S05_001,1367,1539,151,107,나아갈_진_進,,進,U+9032
S05_001,1373,1665,125,108,죽_죽_粥,,粥,U+7CA5
S05_001,1368,1786,147,100,밥_반_飯,,飯,U+98EF
S05_001,1370,1879,127,111,빠를_속_速,,速,U+901F
S05_001,1350,2003,148,117,밑_저_底,,底,U+5E95
S05_001,1369,2125,144,135,병나을_전_痊,,痊,U+75CA
S05_001,1379,2269,101,95,다시_부_復,,復,U+F966
S05_001,1372,2366,95,105,일천_천_千,,千,U+5343
S05_001,1389,2477,100,130,일만_만_萬,,萬,U+842C
S05_001,1237,966,66,90,주인_주_主,,主,U+4E3B
S05_001,1230,1144,100,94,늙은이_노_老,,老,U+F934
S05_001,1235,1254,89,89,맏_형_兄,,兄,U+5144
S05_001,725,2054,102,85,맏_형_兄,,兄,U+5144
S05_001,1216,1432,112,101,물을_후_候,,候,U+5019
S05_001,1212,1711,123,100,어지러울_요_撓,,撓,U+6493
S05_001,1231,1826,84,109,심할_심_甚,,甚,U+751A
S05_001,899,1680,91,120,심할_심_甚,,甚,U+751A
S05_001,1211,2044,101,84,절_배_拜,,拜,U+62DC
S05_001,1206,2150,114,71,형상_장_狀,,狀,U+F9FA
S05_001,871,2293,120,94,형상_장_狀,,狀,U+F9FA
S05_001,715,2463,123,102,형상_장_狀,,狀,U+F9FA
S05_001,1204,2240,119,91,한할_한_恨,,恨,U+6068
S05_001,1213,2470,95,71,두_이_二,,二,U+4E8C
S05_001,1193,2549,128,118,멧대추나무_극_棘,,棘,U+68D8
S05_001,1201,2746,119,126,함께_구_俱,,俱,U+4FF1
S05_001,1063,1078,103,118,가질_지_持,,持,U+6301
S05_001,1049,1438,124,108,가질_지_持,,持,U+6301
S05_001,1031,1335,170,100,성_김_金,,金,U+91D1
S05_001,1063,1734,103,90,머무를_유_留,,留,U+F9CD
S05_001,1055,1841,123,104,기미_기_幾,,幾,U+5E7E
S05_001,1045,2044,137,119,이제_금_今,,今,U+4ECA
S05_001,1015,2260,177,129,돌아올_환_還,,還,U+9084
S05_001,1061,2404,108,175,돌아갈_귀_歸,,歸,U+6B78
S05_001,883,962,123,122,갚을_수_酬,,酬,U+916C
S05_001,892,1091,95,110,응할_응_應,,應,U+61C9
S05_001,899,1301,100,102,남을_여_餘,,餘,U+9918
S05_001,892,1415,124,132,고달플_비_憊,,憊,U+618A
S05_001,877,1549,142,134,나른할_날_苶,,苶,U+82F6
S05_001,882,1813,88,145,풀_초_草,,草,U+8349
S05_001,862,2150,134,126,궁구할_구_究,,究,U+7A76
S05_001,740,1444,63,66,석_삼_三,,三,U+4E09
S05_001,730,1958,70,81,석_삼_三,,三,U+4E09
S05_001,745,1518,56,97,달_월_月,,月,U+6708
S05_001,710,1625,111,86,다섯_오_五,,五,U+4E94
S05_001,668,2151,143,134,볕_경_景,,景,U+666F
S05_002-1,1247,926,194,181,나라이름_구_龜,,龜,U+9F9C
S05_002-1,1221,1078,290,156,뫼_산_山,,山,U+5C71
S05_002-1,1234,1273,230,220,머무를_우_寓,,寓,U+5BD3
S05_002-1,1224,1476,225,204,걸상_탑_榻,,榻,U+69BB
S05_002-1,409,883,196,212,끝_계_季,,季,U+5B63
S05_002-1,418,1098,200,196,임금_군_君,,君,U+541B
S05_002-1,428,1324,193,184,받들_봉_奉,,奉,U+5949
S05_002-1,428,1507,180,141,사례할_사_謝,,謝,U+8B1D
S05_002-1,399,1635,237,136,형상_상_狀,,狀,U+72C0
S05_002-2,3941,798,143,189,사모할_연_戀,,戀,U+F990
S05_002-2,3963,970,109,158,가운데_중_中,,中,U+4E2D
S05_002-2,3125,1839,69,83,가운데_중_中,,中,U+4E2D
S05_002-2,3949,1131,131,148,얻을_득_得,,得,U+5F97
S05_002-2,3399,967,130,119,얻을_득_得,,得,U+5F97
S05_002-2,3935,1359,145,165,쓸_서_書,,書,U+66F8
S05_002-2,3954,1532,121,109,인할_잉_仍,,仍,U+4ECD
S05_002-2,3953,1645,124,144,다_실_悉,,悉,U+6089
S05_002-2,3943,1795,116,148,봄_춘_春,,春,U+6625
S05_002-2,3781,1554,115,145,봄_춘_春,,春,U+6625
S05_002-2,3947,1948,134,135,가로막을_란_闌,,闌,U+95CC
S05_002-2,3751,779,141,190,모실_시_侍,,侍,U+4F8D
S05_002-2,3764,977,121,144,신_리_履,,履,U+5C65
S05_002-2,3744,1118,166,141,아름다울_가_佳,,佳,U+4F73
S05_002-2,3757,1253,163,153,이길_승_勝,,勝,U+52DD
S05_002-2,3785,1400,116,154,차례_제_第,,第,U+7B2C
S05_002-2,3760,1710,128,131,마디_절_節,,節,U+7BC0
S05_002-2,3735,1847,166,148,맺을_계_契,,契,U+5951
S05_002-2,3764,1989,147,139,트일_활_闊,,闊,U+95CA
S05_002-2,3783,2128,113,122,좋을_량_良,,良,U+826F
S05_002-2,3725,2261,194,132,어려울_간_艱,,艱,U+8271
S05_002-2,3743,2397,170,114,이_차_此,,此,U+6B64
S05_002-2,3107,1770,118,85,이_차_此,,此,U+6B64
S05_002-2,1710,1989,141,94,이_차_此,,此,U+6B64
S05_002-2,1216,2031,120,100,이_차_此,,此,U+6B64
S05_002-2,3768,2509,134,145,나_오_吾,,吾,U+543E
S05_002-2,1193,1198,126,118,나_오_吾,,吾,U+543E
S05_002-2,3754,2662,154,153,동배_제_儕,,儕,U+5115
S05_002-2,1201,1456,133,118,동배_제_儕,,儕,U+5115
S05_002-2,3751,2823,178,147,통할_통_通,,通,U+901A
S05_002-2,3779,2957,112,150,근심_환_患,,患,U+60A3
S05_002-2,3567,827,129,150,모름지기_수_須,,須,U+9808
S05_002-2,3563,985,135,101,따를_수_隨,,隨,U+96A8
S05_002-2,3587,1096,106,131,살_처_處,,處,U+8655
S05_002-2,3394,2193,130,147,살_처_處,,處,U+8655
S05_002-2,1737,2078,98,135,살_처_處,,處,U+8655
S05_002-2,3562,1229,136,113,순할_순_順,,順,U+9806
S05_002-2,3576,1351,137,140,받을_수_受,,受,U+53D7
S05_002-2,3597,1492,99,80,아닐_불_不,,不,U+4E0D
S05_002-2,3417,850,109,97,아닐_불_不,,不,U+4E0D
S05_002-2,3245,1724,119,90,아닐_불_不,,不,U+4E0D
S05_002-2,2871,2124,172,117,아닐_불_不,,不,U+4E0D
S05_002-2,2553,1453,119,75,아닐_불_不,,不,U+4E0D
S05_002-2,3583,1578,110,96,큰_대_大,,大,U+5927
S05_002-2,3570,1673,140,128,구분_단_段,,段,U+6BB5
S05_002-2,3582,1801,130,123,할_위_爲,,爲,U+7232
S05_002-2,2750,1383,81,81,할_위_爲,,爲,U+7232
S05_002-2,1749,1374,85,78,할_위_爲,,爲,U+7232
S05_002-2,1398,1623,118,104,할_위_爲,,爲,U+7232
S05_002-2,3566,1918,155,134,저_피_彼,,彼,U+5F7C
S05_002-2,3573,2056,127,83,바_소_所,,所,U+6240
S05_002-2,2752,2123,49,78,바_소_所,,所,U+6240
S05_002-2,3557,2141,149,135,움직일_동_動,,動,U+52D5
S05_002-2,3568,2283,132,83,모_방_方,,方,U+65B9
S05_002-2,3563,2371,144,127,옳을_가_可,,可,U+53EF
S05_002-2,3261,2005,78,80,옳을_가_可,,可,U+53EF
S05_002-2,2196,2343,147,126,옳을_가_可,,可,U+53EF
S05_002-2,2059,1475,95,91,옳을_가_可,,可,U+53EF
S05_002-2,1895,1852,92,64,옳을_가_可,,可,U+53EF
S05_002-2,1737,1531,112,80,옳을_가_可,,可,U+53EF
S05_002-2,1050,1473,120,108,옳을_가_可,,可,U+53EF
S05_002-2,3559,2497,147,114,거스를_저_抵,,抵,U+62B5
S05_002-2,3575,2613,126,134,당할_당_當,,當,U+7576
S05_002-2,1383,2996,126,119,당할_당_當,,當,U+7576
S05_002-2,3562,2753,150,94,그러할_연_然,,然,U+7136
S05_002-2,3384,1222,142,105,그러할_연_然,,然,U+7136
S05_002-2,2196,845,133,132,그러할_연_然,,然,U+7136
S05_002-2,1853,985,146,138,그러할_연_然,,然,U+7136
S05_002-2,1530,2149,149,115,그러할_연_然,,然,U+7136
S05_002-2,3585,2853,124,86,또_역_亦,,亦,U+4EA6
S05_002-2,3245,1907,101,87,또_역_亦,,亦,U+4EA6
S05_002-2,1723,1193,135,99,또_역_亦,,亦,U+4EA6
S05_002-2,1050,1380,115,82,또_역_亦,,亦,U+4EA6
S05_002-2,3580,2975,130,145,있을_유_有,,有,U+6709
S05_002-2,3234,2370,103,113,있을_유_有,,有,U+6709
S05_002-2,2743,2453,78,102,있을_유_有,,有,U+6709
S05_002-2,2075,2909,69,112,있을_유_有,,有,U+6709
S05_002-2,1882,2644,84,81,있을_유_有,,有,U+6709
S05_002-2,1567,1055,99,116,있을_유_有,,有,U+6709
S05_002-2,1554,1803,110,94,있을_유_有,,有,U+6709
S05_002-2,1551,2965,103,130,있을_유_有,,有,U+6709
S05_002-2,1389,1167,98,100,있을_유_有,,有,U+6709
S05_002-2,3392,1094,132,124,다될_진_盡,,盡,U+76E1
S05_002-2,3400,1329,107,121,놈_자_者,,者,U+8005
S05_002-2,1525,1399,159,157,놈_자_者,,者,U+8005
S05_002-2,3406,1453,127,87,외로울_고_孤,,孤,U+5B64
S05_002-2,3394,1541,140,134,머무를_우_寓,,寓,U+5BD3
S05_002-2,3376,1677,163,124,다를_이_異,,異,U+7570
S05_002-2,3409,1813,114,79,시골_향_鄕,,鄕,U+9115
S05_002-2,3372,1898,151,118,없을_무_無,,無,U+7121
S05_002-2,3198,2872,151,152,없을_무_無,,無,U+7121
S05_002-2,2016,1111,144,133,없을_무_無,,無,U+7121
S05_002-2,3392,2029,145,98,열_개_開,,開,U+958B
S05_002-2,3424,2135,78,54,입_구_口,,口,U+53E3
S05_002-2,3399,2348,127,149,어찌_내_奈,,奈,U+5948
S05_002-2,3071,1493,119,146,어찌_내_奈,,奈,U+5948
S05_002-2,2549,2516,120,138,어찌_내_奈,,奈,U+5948
S05_002-2,3395,2496,121,125,어찌_하_何,,何,U+4F55
S05_002-2,3070,1638,139,127,어찌_하_何,,何,U+4F55
S05_002-2,2638,2638,66,75,어찌_하_何,,何,U+4F55
S05_002-2,1375,1828,147,119,어찌_하_何,,何,U+4F55
S05_002-2,1194,972,127,114,어찌_하_何,,何,U+4F55
S05_002-2,1035,2177,132,160,어찌_하_何,,何,U+4F55
S05_002-2,3380,2629,137,127,밭갈_경_耕,,耕,U+8015
S05_002-2,3403,2768,121,96,이랑_무_畝,,畝,U+755D
